PositionX,PositionY,PositionZ,VelX,VelY,VelZ,Timestep
0.9916094777901546,0.0010418204979141567,-0.0006214419164547463,0.00022686701555613137,-0.009472002963123805,-0.0004186689724583328,0.0708510835318324
0.9916199018690339,0.00035948279694544724,-0.0006415117113612536,7.230193612304063e-5,-0.00974557028115024,-0.00014554811510354877,0.07358722455709195
0.9916199020059315,-0.0003594643488555492,-0.000641511986890443,-7.229814221628662e-5,-0.009745574051502172,0.00014554066030981092,0.07085007392077099
0.991609478448784,-0.0010417930047362423,-0.0006214431316973682,-0.00022685999057443294,-0.009472019463107273,0.00041865811164015624,0.06522765746313353
0.9915891077949845,-0.0016452931162537093,-0.0005863845867314463,-0.00040472967845803486,-0.008999064669419781,0.0006527706441436657,0.06047618142516355
0.9915586136359905,-0.0021719630885039336,-0.0005408868422302547,-0.0006106783505338165,-0.00839366659653447,0.0008479442268626611,0.0577993270490412
0.9915166899839695,-0.0026372583705659767,-0.00048705136160190023,-0.0008460197834547718,-0.007687875757972562,0.0010108309932268613,0.05675180772672741
0.9914613386174093,-0.0030514899129351577,-0.0004257233246167721,-0.0011093374726805628,-0.006895402412648328,0.0011463221166808887,0.05668121190532406
0.9913904280616167,-0.003417996828314187,-0.00035749881836302045,-0.0013957923794649188,-0.006025243229207469,0.001256861796205455,0.057182991194395065
0.9913020200082644,-0.003735929922967441,-0.00028303069168393515,-0.0016974170578547055,-0.005085650982669294,0.0013436136509949292,0.05806513840837146
0.9911945303274395,-0.004002354884986349,-0.00020305029367730852,-0.002003908640824593,-0.004084454789814703,0.0014072343850169554,0.05924088556836404
0.9910668496803464,-0.004213196242471239,-0.00011835668292814336,-0.0023033031348153555,-0.0030291155954479394,0.0014481557760729737,0.06065906446146145
0.9909184956377936,-0.004363595923862926,-2.9836714498936772e-5,-0.00258240121888005,-0.0019272826889748288,0.0014666507061054461,0.062268851705051836
0.9907498242175008,-0.004448136918275717,6.148680995477698e-5,-0.002827067488994021,-0.0007877758343714042,0.0014628590215470818,0.06400166880791039
0.9905622999416193,-0.004461177701199533,0.0001543943521031482,-0.003022594540847857,0.00037820256131163455,0.0014368476645943854,0.06576005285009717
0.9903587952685354,-0.004397432303290528,0.0002474130884708186,-0.0031543283506724265,0.0015558236644610218,0.0013887328040535392,0.06740891561662707
0.9901438565777763,-0.004252871069136015,0.00033878294011680177,-0.003208726452334353,0.002725594266732144,0.001318874176850112,0.06876797560494688
0.9899238347779228,-0.004025959053359747,0.0004264666630542065,-0.003174957169328074,0.0038628576836330546,0.0012281421539128438,0.06960975705194354
0.9897067338188815,-0.0037191400502335496,0.000508231871612947,-0.0030470059017625338,0.0049383300828487265,0.0011182373513843502,0.06967637492060873
0.989501601692794,-0.003340243270553292,0.0005818369454314675,-0.002825945010535033,0.00592030570696469,0.0009919896477256188,0.06873603764323102
0.9893173489855517,-0.002903120419372424,0.000645335670297486,-0.0025215026142389164,0.0067789664718543785,0.0008534726714916729,0.0666886564961604
0.989161144859952,-0.0024265620657526743,0.0006974490439131546,-0.0021516083176515576,0.007492218461135291,0.0007077048306402015,0.06368244472989815
0.9890369828898375,-0.0019309904495637814,0.0007378489132216546,-0.0017389826265377338,0.008050752690064882,0.0005598197979083545,0.06015399165067138
0.9889452254450536,-0.0014338211006119559,0.0007671627277118204,-0.0013055507040326665,0.008459209148113466,0.00041393505283593814,0.056731506623197446
0.988883478713522,-0.0009456481707472166,0.0007866425115800146,-0.0008672799608575009,0.008732165503517362,0.0002722534874669098,0.054048849523232086
0.9888483104989616,-0.0004690323022180023,0.0007976516409887069,-0.0004319024724157423,0.008886978045103683,0.00013482809115242792,0.05258370709099028
0.9888369377246953,2.909677760067985e-8,0.000801198739299184,2.682806687649053e-8,0.008936943468101526,-8.359762115586409e-9,0.061457463041663656
