PositionX,PositionY,PositionZ,VelX,VelY,VelZ,Timestep
0.9888369377247452,2.9096777600357383e-8,0.0008011987393125126,2.682806687645884e-8,0.008936943468147922,-8.35976211689662e-9,0.05258363274037958
0.9888483132794265,0.000469089509631695,0.0007976507730613481,0.00043195501401988365,0.008886965823784152,-0.00013484455165918235,0.054048625812492396
0.9888834841025673,0.0009457024280904748,0.0007866408199561705,0.0008673291818731296,0.008732141745255275,-0.0002722691721303201,0.05673109386321569
0.9889452330183901,0.0014338701703003932,0.0007671603266427087,0.0013055942166709388,0.008459175578042563,-0.0004139493596876472,0.06015353459187779
0.9890369921825585,0.001931033470227794,0.000737845921821739,0.0017390193962870104,0.008050711144897327,-0.0005598325132676739,0.06368197598154185
0.9891611553490298,0.0024265985898230752,0.0006974455940358735,0.0021516378114674714,0.007492170976271994,-0.000707715848754358,0.06668817236736733
0.9893173600570924,0.002903150184500441,0.0006453319230384575,0.002521524648818254,0.006778915465509054,-0.0008534819205815904,0.06873557105654064
0.9895016127825239,0.003340266503140915,0.0005818330528535051,0.0028259600038968605,0.005920253402752923,-0.0009919971779904088,0.06967599206051557
0.9897067446095202,0.003719157538646717,0.000508227911768226,0.0030470148003185855,0.0049382776155992595,-0.001118243371518493,0.06960952358210695
0.9899238452804209,0.00402597183127121,0.00042646260075428167,0.003174961005995288,0.0038628046224957794,-0.0012281469600028668,0.06876789141174379
0.9901438669218192,0.004252879855613725,0.000338778688743133,0.0032087258942932006,0.00272553949047807,-0.0013188779842106587,0.06740896660211868
0.9903588055980304,0.004397437398084403,0.00024740854110108653,0.0031543236727235298,0.001555765787555653,-0.0013887357080847886,0.06576019021439311
0.9905623102549119,0.0044611789915823775,0.00015438944980827808,0.003022585810366799,0.00037814079318939856,-0.0014368496151448975,0.06400182625337336
0.9907498343087422,0.004448134106225414,6.148158859046633e-5,0.002827054902659114,-0.0007878411418358569,-0.0014628598647635736,0.06226897384357877
0.9909185051711005,0.004363588808930594,-2.9842128532979514e-5,0.0025823853374115887,-0.0019273501258728351,-0.0014666502652658088,0.06065906576419323
0.9910668581863218,0.0042131850560168,-0.00011836203057684553,0.0023032851652106776,-0.003029182159592654,-0.0014481539470925162,0.05924069128963585
0.9911945373384577,0.004002340594757148,-0.0002030552168193338,0.002003890430738182,-0.00408451624608878,-0.0014072312683420672,0.058064785115284484
0.9913020253472984,0.003735913926634817,-0.00028303491756378216,0.001697400343125833,-0.005085704069945306,-0.0013436095481525886,0.05718257686198407
0.991390431873621,0.0034179803730900985,-0.0003575022506377053,0.0013957781815993001,-0.006025286757605665,-0.001256857064868993,0.05668105723171067
0.9914613414755211,0.003051472147813049,-0.0004257262777199967,0.0011093249098323744,-0.006895440319607146,-0.0011463165292566761,0.056750514235316595
0.9915166910693556,0.0026372485079891616,-0.0004870526581701119,0.0008460141669550715,-0.007687892636275671,-0.0010108276527082752,0.05779857990251592
0.9915586139631882,0.002171958591789229,-0.0005408872963359256,0.0006106763409216794,-0.008393672597941597,-0.0008479426060867673,0.060473829556095135
0.9915891070598619,0.0016453094597823478,-0.0005863834011079788,0.0004047352416866405,-0.008999048775859862,-0.0006527768500938295,0.06522657102473872
